,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
7,2017-09-30,20:00,Ligue 1,Matchweek 8,Sat,Away,D,1,1,Dijon,0.8,1.6,46.0,11577.0,Kader Mangane,4-1-2-1-2◆,Olivier Thual,Match Report,,8.0,1.0,19.0,0.0,0.0,2018,Strasbourg
8,2017-10-15,21:00,Ligue 1,Matchweek 9,Sun,Home,D,3,3,Marseille,2.0,3.1,53.0,26015.0,Bakary Koné,4-3-1-2,Antony Gautier,Match Report,,19.0,9.0,16.5,0.0,0.0,2018,Strasbourg
9,2017-10-22,15:00,Ligue 1,Matchweek 10,Sun,Away,W,2,1,Nice,1.1,1.9,37.0,23595.0,Bakary Koné,4-2-3-1,Nicolas Rainville,Match Report,,15.0,5.0,26.0,0.0,0.0,2018,Strasbourg
11,2017-10-28,20:00,Ligue 1,Matchweek 11,Sat,Home,D,2,2,Angers,2.0,0.7,54.0,25011.0,Bakary Koné,4-1-2-1-2◆,Amaury Delerue,Match Report,,13.0,5.0,20.5,1.0,1.0,2018,Strasbourg
12,2017-11-04,20:00,Ligue 1,Matchweek 12,Sat,Away,L,0,3,Troyes,0.7,2.5,51.0,10260.0,Bakary Koné,4-1-2-1-2◆,Thomas Léonard,Match Report,,10.0,2.0,19.3,0.0,0.0,2018,Strasbourg
13,2017-11-18,20:00,Ligue 1,Matchweek 13,Sat,Home,W,2,1,Rennes,1.3,0.9,51.0,22707.0,Bakary Koné,4-1-2-1-2◆,Tony Chapron,Match Report,,11.0,5.0,17.3,0.0,0.0,2018,Strasbourg
14,2017-11-24,20:45,Ligue 1,Matchweek 14,Fri,Away,D,2,2,Saint-Étienne,1.6,1.7,41.0,21282.0,Bakary Koné,4-1-2-1-2◆,Benoît Bastien,Match Report,,9.0,3.0,19.6,1.0,1.0,2018,Strasbourg
15,2017-11-28,19:00,Ligue 1,Matchweek 15,Tue,Home,D,0,0,Caen,0.5,1.8,58.0,22175.0,Kader Mangane,4-1-2-1-2◆,Stéphane Jochem,Match Report,,6.0,2.0,18.6,0.0,0.0,2018,Strasbourg
16,2017-12-02,17:00,Ligue 1,Matchweek 16,Sat,Home,W,2,1,Paris S-G,0.3,3.1,27.0,25327.0,Kader Mangane,4-3-3,Ruddy Buquet,Match Report,,5.0,2.0,20.0,0.0,0.0,2018,Strasbourg
17,2017-12-08,20:45,Ligue 1,Matchweek 17,Fri,Away,W,3,0,Bordeaux,1.9,0.8,38.0,24515.0,Kader Mangane,4-2-3-1,Jérôme Brisard,Match Report,,10.0,4.0,19.3,0.0,0.0,2018,Strasbourg
19,2017-12-16,20:00,Ligue 1,Matchweek 18,Sat,Home,W,2,1,Toulouse,1.7,1.2,48.0,23315.0,Kader Mangane,4-1-2-1-2◆,Jérôme Miguelgorry,Match Report,,8.0,4.0,22.1,1.0,1.0,2018,Strasbourg
20,2017-12-20,20:50,Ligue 1,Matchweek 19,Wed,Away,L,0,3,Metz,1.9,2.2,51.0,16874.0,Kader Mangane,4-1-4-1,Clément Turpin,Match Report,,7.0,2.0,13.8,0.0,0.0,2018,Strasbourg
22,2018-01-12,20:45,Ligue 1,Matchweek 20,Fri,Home,L,0,2,Guingamp,0.8,1.7,53.0,22578.0,Kader Mangane,4-1-2-1-2◆,Sébastien Moreira,Match Report,,14.0,3.0,18.0,0.0,0.0,2018,Strasbourg
23,2018-01-16,19:00,Ligue 1,Matchweek 21,Tue,Away,L,0,2,Marseille,0.2,3.0,38.0,38099.0,Bakary Koné,4-1-4-1,Ruddy Buquet,Match Report,,4.0,2.0,20.2,0.0,0.0,2018,Strasbourg
24,2018-01-20,20:00,Ligue 1,Matchweek 22,Sat,Home,W,3,2,Dijon,2.4,1.2,55.0,21067.0,Kader Mangane,4-1-3-2,Antony Gautier,Match Report,,12.0,6.0,22.8,2.0,2.0,2018,Strasbourg
26,2018-01-28,15:00,Ligue 1,Matchweek 23,Sun,Away,L,1,2,Lille,1.2,0.8,42.0,27462.0,Kader Mangane,4-1-2-1-2◆,Sébastien Desiage,Match Report,,11.0,2.0,20.1,0.0,0.0,2018,Strasbourg
27,2018-02-03,20:00,Ligue 1,Matchweek 24,Sat,Home,L,0,2,Bordeaux,0.4,0.5,56.0,24662.0,Kader Mangane,4-3-3,Jérôme Brisard,Match Report,,9.0,0.0,24.8,0.0,0.0,2018,Strasbourg
29,2018-02-11,15:00,Ligue 1,Matchweek 25,Sun,Home,W,2,1,Troyes,0.9,1.6,51.0,22926.0,Kader Mangane,4-1-2-1-2◆,François Letexier,Match Report,,12.0,2.0,19.1,0.0,0.0,2018,Strasbourg
30,2018-02-17,17:00,Ligue 1,Matchweek 26,Sat,Away,L,2,5,Paris S-G,0.7,4.5,37.0,47059.0,Bakary Koné,4-5-1,Thomas Léonard,Match Report,,12.0,2.0,19.2,0.0,0.0,2018,Strasbourg
31,2018-02-23,20:45,Ligue 1,Matchweek 27,Fri,Home,D,0,0,Montpellier,0.6,0.7,58.0,23305.0,Bakary Koné,4-1-2-1-2◆,Amaury Delerue,Match Report,,11.0,3.0,21.2,0.0,0.0,2018,Strasbourg
33,2018-03-04,15:00,Ligue 1,Matchweek 28,Sun,Away,L,0,2,Caen,0.8,1.2,65.0,16464.0,Bakary Koné,5-3-2,Johan Hamel,Match Report,,11.0,2.0,19.8,0.0,0.0,2018,Strasbourg
34,2018-03-09,20:45,Ligue 1,Matchweek 29,Fri,Home,L,1,3,Monaco,2.6,1.1,58.0,23814.0,Bakary Koné,4-3-3,Antony Gautier,Match Report,,29.0,5.0,21.4,0.0,0.0,2018,Strasbourg
35,2018-03-17,20:00,Ligue 1,Matchweek 30,Sat,Away,D,2,2,Toulouse,0.9,1.6,50.0,14273.0,Bakary Koné,4-1-2-1-2◆,Sébastien Moreira,Match Report,,12.0,3.0,19.7,0.0,0.0,2018,Strasbourg
36,2018-04-01,17:00,Ligue 1,Matchweek 31,Sun,Home,D,2,2,Metz,1.9,1.8,51.0,25627.0,Bakary Koné,4-1-2-1-2◆,Ruddy Buquet,Match Report,,18.0,5.0,17.7,0.0,0.0,2018,Strasbourg
37,2018-04-07,20:00,Ligue 1,Matchweek 32,Sat,Away,D,1,1,Angers,1.7,0.9,57.0,11893.0,Bakary Koné,4-2-3-1,Stéphane Jochem,Match Report,,10.0,3.0,18.1,1.0,1.0,2018,Strasbourg
38,2018-04-14,20:00,Ligue 1,Matchweek 33,Sat,Home,L,0,1,Saint-Étienne,1.4,0.3,44.0,25377.0,Bakary Koné,4-2-3-1,Mikael Lesage,Match Report,,16.0,5.0,20.5,0.0,0.0,2018,Strasbourg
39,2018-04-21,20:00,Ligue 1,Matchweek 34,Sat,Away,L,1,3,Amiens,2.1,0.8,59.0,9784.0,Bakary Koné,4-2-3-1,Olivier Thual,Match Report,,15.0,2.0,13.8,0.0,0.0,2018,Strasbourg
40,2018-04-28,20:00,Ligue 1,Matchweek 35,Sat,Home,D,1,1,Nice,1.0,1.3,39.0,25386.0,Bakary Koné,4-1-2-1-2◆,Amaury Delerue,Match Report,,10.0,2.0,19.0,0.0,0.0,2018,Strasbourg
41,2018-05-06,17:00,Ligue 1,Matchweek 36,Sun,Away,L,1,2,Rennes,0.8,2.6,55.0,23554.0,Bakary Koné,4-1-2-1-2◆,Benoît Millot,Match Report,,7.0,3.0,14.4,0.0,0.0,2018,Strasbourg
42,2018-05-12,21:00,Ligue 1,Matchweek 37,Sat,Home,W,3,2,Lyon,1.0,1.1,38.0,25503.0,Kader Mangane,5-3-2,Clément Turpin,Match Report,,9.0,4.0,15.3,0.0,0.0,2018,Strasbourg
43,2018-05-19,21:00,Ligue 1,Matchweek 38,Sat,Away,L,0,1,Nantes,0.5,0.6,56.0,19595.0,Kader Mangane,5-3-2,Ruddy Buquet,Match Report,,10.0,2.0,18.5,0.0,0.0,2018,Strasbourg
0,2017-08-05,20:00,Ligue 1,Matchweek 1,Sat,Away,L,0,1,Montpellier,0.4,1.4,48.0,14725.0,Julien Féret,4-3-3,Thomas Léonard,Match Report,,8.0,1.0,22.5,0.0,0.0,2018,Caen
1,2017-08-12,20:00,Ligue 1,Matchweek 2,Sat,Home,L,0,1,Saint-Étienne,0.9,1.1,47.0,17606.0,Julien Féret,4-3-3,Stéphane Jochem,Match Report,,11.0,4.0,15.9,0.0,0.0,2018,Caen
2,2017-08-20,15:00,Ligue 1,Matchweek 3,Sun,Away,W,2,0,Lille,1.8,0.7,36.0,28740.0,Julien Féret,4-2-3-1,Karim Abed,Match Report,,11.0,3.0,18.4,0.0,0.0,2018,Caen
3,2017-08-26,20:00,Ligue 1,Matchweek 4,Sat,Home,W,1,0,Metz,1.3,0.8,52.0,15697.0,Julien Féret,4-4-2,Jérôme Brisard,Match Report,,16.0,4.0,15.7,0.0,0.0,2018,Caen
4,2017-09-09,20:00,Ligue 1,Matchweek 5,Sat,Home,W,2,1,Dijon,1.5,0.6,52.0,15328.0,Julien Féret,4-4-2,Thomas Léonard,Match Report,,11.0,2.0,25.2,1.0,1.0,2018,Caen
5,2017-09-16,20:00,Ligue 1,Matchweek 6,Sat,Away,L,0,1,Nantes,0.3,0.4,55.0,20245.0,Julien Féret,4-4-2,Olivier Thual,Match Report,,8.0,1.0,22.6,0.0,0.0,2018,Caen
6,2017-09-23,20:00,Ligue 1,Matchweek 7,Sat,Home,W,1,0,Amiens,1.8,0.0,56.0,16212.0,Julien Féret,4-4-2,Hakim Ben El Hadj Salem,Match Report,,17.0,4.0,22.7,1.0,1.0,2018,Caen
7,2017-09-30,20:00,Ligue 1,Matchweek 8,Sat,Away,W,1,0,Rennes,1.5,0.6,37.0,18689.0,Julien Féret,4-4-2,Amaury Delerue,Match Report,,10.0,3.0,18.8,0.0,0.0,2018,Caen
8,2017-10-14,20:00,Ligue 1,Matchweek 9,Sat,Home,L,0,2,Angers,1.7,1.8,47.0,16736.0,Julien Féret,4-4-2,Benoît Millot,Match Report,,22.0,5.0,19.4,0.0,0.0,2018,Caen
9,2017-10-21,17:00,Ligue 1,Matchweek 10,Sat,Away,L,0,2,Monaco,0.5,2.3,52.0,8040.0,Julien Féret,4-2-3-1,Thomas Léonard,Match Report,,9.0,1.0,17.4,0.0,0.0,2018,Caen
11,2017-10-28,20:00,Ligue 1,Matchweek 11,Sat,Home,W,1,0,Troyes,0.6,1.1,50.0,16908.0,Julien Féret,4-2-3-1,Jérôme Miguelgorry,Match Report,,16.0,3.0,24.2,0.0,0.0,2018,Caen
12,2017-11-05,17:00,Ligue 1,Matchweek 12,Sun,Away,L,0,5,Marseille,1.0,3.9,30.0,47687.0,Julien Féret,5-3-2,Nicolas Rainville,Match Report,,11.0,3.0,19.8,0.0,0.0,2018,Caen
13,2017-11-19,15:00,Ligue 1,Matchweek 13,Sun,Home,D,1,1,Nice,2.0,1.3,38.0,15144.0,Julien Féret,4-4-2,Sébastien Desiage,Match Report,,17.0,3.0,19.8,0.0,1.0,2018,Caen
14,2017-11-25,20:00,Ligue 1,Matchweek 14,Sat,Home,W,1,0,Bordeaux,1.0,1.2,41.0,15275.0,Julien Féret,4-4-2,Karim Abed,Match Report,,12.0,2.0,24.7,0.0,0.0,2018,Caen
15,2017-11-28,19:00,Ligue 1,Matchweek 15,Tue,Away,D,0,0,Strasbourg,1.8,0.5,42.0,22175.0,Julien Féret,4-4-2,Stéphane Jochem,Match Report,,15.0,1.0,16.1,0.0,0.0,2018,Caen
16,2017-12-03,17:00,Ligue 1,Matchweek 16,Sun,Home,L,1,2,Lyon,1.3,1.6,47.0,19455.0,Julien Féret,4-3-3,Amaury Delerue,Match Report,,19.0,4.0,19.0,0.0,0.0,2018,Caen
17,2017-12-09,20:00,Ligue 1,Matchweek 17,Sat,Away,L,0,2,Toulouse,1.1,1.9,50.0,12613.0,Julien Féret,4-4-2,Sébastien Moreira,Match Report,,11.0,2.0,17.9,0.0,0.0,2018,Caen
19,2017-12-16,20:00,Ligue 1,Matchweek 18,Sat,Home,D,0,0,Guingamp,0.8,0.3,46.0,17173.0,Julien Féret,4-4-2,Nicolas Rainville,Match Report,,11.0,2.0,19.7,0.0,0.0,2018,Caen
20,2017-12-20,20:50,Ligue 1,Matchweek 19,Wed,Away,L,1,3,Paris S-G,1.1,2.2,32.0,47490.0,Damien Da Silva,3-5-2,Karim Abed,Match Report,,8.0,3.0,28.3,1.0,1.0,2018,Caen
22,2018-01-13,20:00,Ligue 1,Matchweek 20,Sat,Home,L,0,1,Lille,1.4,1.3,41.0,18283.0,Julien Féret,4-4-2,Johan Hamel,Match Report,,15.0,6.0,14.6,0.0,0.0,2018,Caen
23,2018-01-16,19:00,Ligue 1,Matchweek 21,Tue,Away,W,2,0,Bordeaux,1.1,0.6,52.0,14368.0,Julien Féret,4-1-2-1-2◆,Stéphane Jochem,Match Report,,9.0,2.0,33.0,1.0,1.0,2018,Caen
24,2018-01-19,20:45,Ligue 1,Matchweek 22,Fri,Home,L,0,2,Marseille,0.2,2.2,39.0,20249.0,Julien Féret,4-1-4-1,François Letexier,Match Report,,5.0,2.0,30.8,0.0,0.0,2018,Caen
26,2018-01-27,20:00,Ligue 1,Matchweek 23,Sat,Away,L,1,2,Saint-Étienne,1.3,0.5,40.0,21559.0,Julien Féret,5-4-1,Sébastien Moreira,Match Report,,14.0,3.0,14.7,0.0,0.0,2018,Caen
27,2018-02-04,17:00,Ligue 1,Matchweek 24,Sun,Home,W,3,2,Nantes,1.6,0.9,50.0,16121.0,Julien Féret,4-1-2-1-2◆,Karim Abed,Match Report,,15.0,6.0,25.7,1.0,1.0,2018,Caen
29,2018-02-10,20:00,Ligue 1,Matchweek 25,Sat,Away,D,0,0,Guingamp,0.9,0.3,37.0,13988.0,Julien Féret,3-5-2,Stéphane Jochem,Match Report,,12.0,2.0,18.7,0.0,0.0,2018,Caen
30,2018-02-17,20:00,Ligue 1,Matchweek 26,Sat,Home,D,2,2,Rennes,3.2,1.5,60.0,16083.0,Julien Féret,3-5-2,Sandro Schärer,Match Report,,16.0,5.0,18.1,0.0,2.0,2018,Caen
31,2018-02-24,20:00,Ligue 1,Matchweek 27,Sat,Away,L,0,2,Dijon,0.8,1.7,52.0,10524.0,Julien Féret,3-4-1-2,Sébastien Desiage,Match Report,,14.0,2.0,18.6,0.0,0.0,2018,Caen
33,2018-03-04,15:00,Ligue 1,Matchweek 28,Sun,Home,W,2,0,Strasbourg,1.2,0.8,35.0,16464.0,Frederic Guilbert,3-5-2,Johan Hamel,Match Report,,7.0,4.0,20.2,0.0,0.0,2018,Caen
34,2018-03-11,17:00,Ligue 1,Matchweek 29,Sun,Away,L,0,1,Lyon,0.3,1.4,33.0,39530.0,Julien Féret,5-3-2,Clément Turpin,Match Report,,6.0,1.0,26.8,0.0,0.0,2018,Caen
35,2018-03-17,20:00,Ligue 1,Matchweek 30,Sat,Away,L,0,3,Angers,0.4,1.9,58.0,10342.0,Julien Féret,3-5-2,Olivier Thual,Match Report,,8.0,2.0,20.7,0.0,0.0,2018,Caen
36,2018-04-01,17:00,Ligue 1,Matchweek 31,Sun,Home,L,1,3,Montpellier,1.4,1.8,49.0,17686.0,Julien Féret,4-3-3,Sébastien Desiage,Match Report,,8.0,5.0,14.4,0.0,0.0,2018,Caen
37,2018-04-07,20:00,Ligue 1,Matchweek 32,Sat,Away,L,0,3,Amiens,2.1,1.7,54.0,9506.0,Julien Féret,3-5-2,Benoît Millot,Match Report,,14.0,6.0,17.4,0.0,0.0,2018,Caen
39,2018-04-21,20:00,Ligue 1,Matchweek 34,Sat,Away,D,1,1,Metz,0.7,1.0,41.0,16518.0,Julien Féret,4-4-2,Karim Abed,Match Report,,5.0,4.0,17.8,0.0,0.0,2018,Caen
40,2018-04-25,18:45,Ligue 1,Matchweek 33,Wed,Home,D,0,0,Toulouse,0.3,0.6,64.0,18658.0,Julien Féret,4-4-1-1,Benoît Millot,Match Report,,9.0,0.0,24.2,0.0,0.0,2018,Caen
41,2018-04-28,20:00,Ligue 1,Matchweek 35,Sat,Away,L,1,3,Troyes,0.6,1.1,55.0,14019.0,Julien Féret,4-1-4-1,Hakim Ben El Hadj Salem,Match Report,,13.0,2.0,29.3,0.0,0.0,2018,Caen
42,2018-05-06,17:00,Ligue 1,Matchweek 36,Sun,Home,L,1,2,Monaco,1.3,1.3,47.0,17468.0,Julien Féret,4-3-1-2,Ruddy Buquet,Match Report,,16.0,5.0,18.0,0.0,0.0,2018,Caen
43,2018-05-12,21:00,Ligue 1,Matchweek 37,Sat,Away,L,1,4,Nice,0.7,2.3,37.0,22570.0,Julien Féret,4-3-1-2,Franck Schneider,Match Report,,12.0,5.0,19.7,0.0,0.0,2018,Caen
44,2018-05-19,21:00,Ligue 1,Matchweek 38,Sat,Home,D,0,0,Paris S-G,0.9,1.1,26.0,19999.0,Julien Féret,4-3-3,Antony Gautier,Match Report,,11.0,6.0,23.8,0.0,0.0,2018,Caen
0,2017-08-06,15:00,Ligue 1,Matchweek 1,Sun,Home,W,3,0,Nantes,1.9,1.3,62.0,30683.0,Ibrahim Amadou,5-4-1,Benoît Millot,Match Report,,13.0,4.0,19.9,1.0,1.0,2018,Lille
1,2017-08-13,15:00,Ligue 1,Matchweek 2,Sun,Away,L,0,3,Strasbourg,0.9,3.1,53.0,25591.0,Ibrahim Amadou,5-4-1,Johan Hamel,Match Report,,12.0,2.0,22.3,0.0,0.0,2018,Lille
2,2017-08-20,15:00,Ligue 1,Matchweek 3,Sun,Home,L,0,2,Caen,0.7,1.8,64.0,28740.0,Ibrahim Amadou,3-4-3◆,Karim Abed,Match Report,,15.0,4.0,22.4,0.0,0.0,2018,Lille
3,2017-08-27,17:00,Ligue 1,Matchweek 4,Sun,Away,D,1,1,Angers,0.8,0.8,56.0,10284.0,Ibrahim Amadou,4-2-3-1,Nicolas Rainville,Match Report,,13.0,3.0,22.3,0.0,0.0,2018,Lille
4,2017-09-08,19:00,Ligue 1,Matchweek 5,Fri,Home,D,0,0,Bordeaux,0.4,1.0,41.0,27464.0,Ibrahim Amadou,4-2-3-1,François Letexier,Match Report,,10.0,2.0,22.1,0.0,0.0,2018,Lille
5,2017-09-16,20:00,Ligue 1,Matchweek 6,Sat,Away,L,0,1,Guingamp,0.5,1.6,56.0,11901.0,Ibrahim Amadou,5-4-1,Jérôme Brisard,Match Report,,10.0,5.0,21.2,0.0,0.0,2018,Lille
6,2017-09-22,20:45,Ligue 1,Matchweek 7,Fri,Home,L,0,4,Monaco,1.2,2.7,62.0,34146.0,Ibrahim Amadou,5-4-1,Franck Schneider,Match Report,,11.0,2.0,19.5,0.0,0.0,2018,Lille
7,2017-10-14,20:00,Ligue 1,Matchweek 9,Sat,Home,D,2,2,Troyes,1.3,1.5,71.0,29518.0,Ibrahim Amadou,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,16.0,6.0,21.3,0.0,0.0,2018,Lille
8,2017-10-21,20:00,Ligue 1,Matchweek 10,Sat,Away,L,0,1,Rennes,0.7,0.7,64.0,21852.0,Yassine Benzia,3-3-3-1,Olivier Thual,Match Report,,7.0,0.0,17.7,0.0,0.0,2018,Lille
10,2017-10-29,21:00,Ligue 1,Matchweek 11,Sun,Home,L,0,1,Marseille,1.0,0.8,63.0,43948.0,Ibrahim Amadou,4-2-3-1,François Letexier,Match Report,,18.0,7.0,21.0,0.0,0.0,2018,Lille
11,2017-11-05,17:00,Ligue 1,Matchweek 12,Sun,Away,W,3,0,Metz,1.5,2.2,60.0,12506.0,Ibrahim Amadou,4-2-3-1,Jérôme Brisard,Match Report,,13.0,6.0,22.0,1.0,1.0,2018,Lille
12,2017-11-17,19:00,Ligue 1,Matchweek 13,Fri,Home,W,3,1,Saint-Étienne,0.7,1.4,63.0,28019.0,Ibrahim Amadou,4-2-3-1,Johan Hamel,Match Report,,12.0,5.0,21.5,0.0,0.0,2018,Lille
13,2017-11-20,19:00,Ligue 1,Matchweek 8,Mon,Away,L,0,3,Amiens,0.5,1.2,66.0,9015.0,Ibrahim Amadou,4-3-3,Mikael Lesage,Match Report,,12.0,1.0,23.5,0.0,0.0,2018,Lille
14,2017-11-25,20:00,Ligue 1,Matchweek 14,Sat,Away,L,0,3,Montpellier,0.4,1.9,62.0,11370.0,Ibrahim Amadou,4-2-3-1,Thomas Léonard,Match Report,,10.0,4.0,25.6,0.0,0.0,2018,Lille
15,2017-11-29,19:00,Ligue 1,Matchweek 15,Wed,Away,W,2,1,Lyon,1.0,3.1,41.0,31679.0,Ibrahim Amadou,4-1-4-1,Jérôme Miguelgorry,Match Report,,7.0,3.0,20.1,0.0,0.0,2018,Lille
16,2017-12-02,20:00,Ligue 1,Matchweek 16,Sat,Home,W,1,0,Toulouse,0.7,1.2,49.0,29287.0,Ibrahim Amadou,4-3-3,Benoît Millot,Match Report,,10.0,3.0,19.2,0.0,0.0,2018,Lille
17,2017-12-09,17:00,Ligue 1,Matchweek 17,Sat,Away,L,1,3,Paris S-G,0.6,1.4,38.0,47176.0,Ibrahim Amadou,4-1-4-1,Johan Hamel,Match Report,,7.0,2.0,19.6,0.0,0.0,2018,Lille
19,2017-12-16,20:00,Ligue 1,Matchweek 18,Sat,Away,L,0,3,Dijon,0.7,0.6,54.0,10634.0,Ibrahim Amadou,4-4-2,Thomas Léonard,Match Report,,9.0,5.0,19.3,0.0,0.0,2018,Lille
20,2017-12-20,20:50,Ligue 1,Matchweek 19,Wed,Home,D,1,1,Nice,0.8,0.9,50.0,26450.0,Adama Soumaoro,4-1-4-1,Franck Schneider,Match Report,,7.0,2.0,23.0,0.0,0.0,2018,Lille
22,2018-01-13,20:00,Ligue 1,Matchweek 20,Sat,Away,W,1,0,Caen,1.3,1.4,59.0,18283.0,Ibrahim Amadou,4-2-3-1,Johan Hamel,Match Report,,12.0,5.0,20.0,0.0,0.0,2018,Lille
23,2018-01-17,19:00,Ligue 1,Matchweek 21,Wed,Home,L,1,2,Rennes,0.6,1.8,44.0,27816.0,Ibrahim Amadou,4-1-4-1,Mikael Lesage,Match Report,,11.0,3.0,19.1,0.0,0.0,2018,Lille
24,2018-01-20,20:00,Ligue 1,Matchweek 22,Sat,Away,L,0,1,Troyes,0.6,0.8,62.0,9269.0,Ibrahim Amadou,4-1-4-1,Stéphane Jochem,Match Report,,9.0,1.0,22.9,0.0,0.0,2018,Lille
26,2018-01-28,15:00,Ligue 1,Matchweek 23,Sun,Home,W,2,1,Strasbourg,0.8,1.2,58.0,27462.0,Ibrahim Amadou,5-3-2,Sébastien Desiage,Match Report,,8.0,5.0,17.3,0.0,0.0,2018,Lille
27,2018-02-03,17:00,Ligue 1,Matchweek 24,Sat,Home,L,0,3,Paris S-G,0.3,1.7,31.0,49082.0,Ibrahim Amadou,4-1-4-1,Johan Hamel,Match Report,,10.0,3.0,27.8,0.0,0.0,2018,Lille
28,2018-02-11,17:00,Ligue 1,Matchweek 25,Sun,Away,D,2,2,Nantes,0.4,2.1,60.0,22655.0,Ibrahim Amadou,4-2-3-1,Mikael Lesage,Match Report,,7.0,4.0,19.0,0.0,0.0,2018,Lille
